#interval	max_mem_used_MB	min_mem_available_MB	max_disk_space_used_GB	max_mem_utilization_percent	max_disk_space_utilization_percent	max_cpu_utilization_percent
129	471.48828125	492.96875	101.457851409912	48.8863957618641	49.113086897971	-
130	471.08203125	493.375	101.613147735596	48.8442736157407	49.1882617792862	-
131	471.2265625	493.23046875	101.753242492676	48.8592593792654	49.2560779796375	83.0
132	490.77734375	473.6796875	101.888259887695	50.8863876614514	49.3214363620809	-
133	492.484375	471.97265625	102.003444671631	51.0633816792966	49.3771942972642	-
134	471.2890625	493.16796875	102.181800842285	48.8657397094382	49.4635318451858	-
135	471.3515625	493.10546875	102.329700469971	48.872220039611	49.5351261788501	-
136	471.4296875	493.02734375	102.475925445557	48.880320452327	49.6059098573215	83.0
137	471.59765625	492.859375	102.650131225586	48.8977363396665	49.6902383099136	-
138	471.40234375	493.0546875	102.80647277832	48.8774853078764	49.7659191582511	-
139	489.65625	474.80078125	102.908393859863	50.7701467389764	49.8152564827163	-
140	490.04296875	474.4140625	103.067115783691	50.8102437819207	49.8920896063165	-
141	471.2421875	493.21484375	103.233184814453	48.8608794618086	49.9724792718329	83.0
142	471.37890625	493.078125	103.376857757568	48.8750551840616	50.0420275782681	-
143	471.50390625	492.953125	103.518692016602	48.8880158444073	50.1106858259266	-
144	489.7265625	474.73046875	103.638324737549	50.7774371104208	50.1685968908474	-
145	489.9296875	474.52734375	103.84818649292	50.7984981834825	50.2701854666439	-
146	489.765625	474.69140625	103.994083404541	50.7814873167788	50.3408103379477	83.0
147	471.4609375	492.99609375	104.147212982178	48.8835606174135	50.4149363533188	-
148	489.77734375	474.6796875	104.283737182617	50.7827023786862	50.4810241407761	-
149	489.79296875	474.6640625	104.427837371826	50.7843224612294	50.5507792658481	-
150	489.64453125	474.8125	104.575408935547	50.7689316770689	50.6222147923448	-
151	489.82421875	474.6328125	104.713687896729	50.7875626263158	50.6891520134893	83.0
152	489.56640625	474.890625	104.863353729248	50.7608312643529	50.7616013206256	-
153	489.82421875	474.6328125	105.004131317139	50.7875626263158	50.8297480614769	-
